#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
"Bordetella pertussis","I289",19440,SAMN03702651 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987235.1 ,4.1064,67.7,chromosome:NZ_CP011729.1/CP011729.1,-,1,3974,3633,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/235/GCF_001987235.1_ASM198723v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/235/GCA_001987235.1_ASM198723v1
"Bordetella pertussis","I315",19440,SAMN03702652 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987255.1 ,4.1085,67.7,chromosome:NZ_CP011730.1/CP011730.1,-,1,3973,3629,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/255/GCF_001987255.1_ASM198725v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/255/GCA_001987255.1_ASM198725v1
"Bordetella pertussis","I318",19440,SAMN03702653 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987275.1 ,4.10743,67.7,chromosome:NZ_CP011731.1/CP011731.1,-,1,3975,3629,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/275/GCF_001987275.1_ASM198727v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/275/GCA_001987275.1_ASM198727v1
"Bordetella pertussis","I331",19440,SAMN03702654 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987295.1 ,4.1042,67.7,chromosome:NZ_CP011732.1/CP011732.1,-,1,3969,3629,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/295/GCF_001987295.1_ASM198729v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/295/GCA_001987295.1_ASM198729v1
"Bordetella pertussis","I350",19440,SAMN03702655 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987315.1 ,4.10743,67.7,chromosome:NZ_CP011733.1/CP011733.1,-,1,3975,3628,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/315/GCF_001987315.1_ASM198731v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/315/GCA_001987315.1_ASM198731v1
"Bordetella pertussis","I375",19440,SAMN03702656 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987335.1 ,4.11369,67.7,chromosome:NZ_CP011734.1/CP011734.1,-,1,3976,3628,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/335/GCF_001987335.1_ASM198733v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/335/GCA_001987335.1_ASM198733v1
"Bordetella pertussis","I379",19440,SAMN03702657 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987355.1 ,4.10429,67.7,chromosome:NZ_CP011735.1/CP011735.1,-,1,3972,3626,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/355/GCF_001987355.1_ASM198735v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/355/GCA_001987355.1_ASM198735v1
"Bordetella pertussis","I380",19440,SAMN03702658 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987375.1 ,4.09193,67.7,chromosome:NZ_CP011736.1/CP011736.1,-,1,3951,3605,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/375/GCF_001987375.1_ASM198737v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/375/GCA_001987375.1_ASM198737v1
"Bordetella pertussis","I382",19440,SAMN03702659 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987395.1 ,4.1105,67.7,chromosome:NZ_CP011737.1/CP011737.1,-,1,3976,3628,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/395/GCF_001987395.1_ASM198739v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/395/GCA_001987395.1_ASM198739v1
"Bordetella pertussis","I386",19440,SAMN03702660 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987415.1 ,4.10428,67.7,chromosome:NZ_CP011738.1/CP011738.1,-,1,3969,3625,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/415/GCF_001987415.1_ASM198741v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/415/GCA_001987415.1_ASM198741v1
"Bordetella pertussis","I452",19440,SAMN03702661 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987435.1 ,4.10955,67.7,chromosome:NZ_CP011739.1/CP011739.1,-,1,3977,3631,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/435/GCF_001987435.1_ASM198743v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/435/GCA_001987435.1_ASM198743v1
"Bordetella pertussis","I461",19440,SAMN03702662 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987455.1 ,4.10641,67.7,chromosome:NZ_CP011740.1/CP011740.1,-,1,3973,3626,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/455/GCF_001987455.1_ASM198745v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/455/GCA_001987455.1_ASM198745v1
"Bordetella pertussis","I728",19440,SAMN03702663 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987475.1 ,4.1074,67.7,chromosome:NZ_CP011741.1/CP011741.1,-,1,3971,3620,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/475/GCF_001987475.1_ASM198747v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/475/GCA_001987475.1_ASM198747v1
"Bordetella pertussis","I735",19440,SAMN03702664 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987495.1 ,4.10534,67.7,chromosome:NZ_CP011742.1/CP011742.1,-,1,3973,3624,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/495/GCF_001987495.1_ASM198749v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/495/GCA_001987495.1_ASM198749v1
"Bordetella pertussis","I754",19440,SAMN03702665 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987515.1 ,4.10917,67.7,chromosome:NZ_CP011743.1/CP011743.1,-,1,3979,3632,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/515/GCF_001987515.1_ASM198751v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/515/GCA_001987515.1_ASM198751v1
"Bordetella pertussis","I755",19440,SAMN03702666 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987535.1 ,4.11165,67.7,chromosome:NZ_CP011744.1/CP011744.1,-,1,3973,3624,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/535/GCF_001987535.1_ASM198753v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/535/GCA_001987535.1_ASM198753v1
"Bordetella pertussis","I762",19440,SAMN03702667 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987555.1 ,4.11059,67.7,chromosome:NZ_CP011745.1/CP011745.1,-,1,3979,3630,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/555/GCF_001987555.1_ASM198755v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/555/GCA_001987555.1_ASM198755v1
"Bordetella pertussis","I959",19440,SAMN03702668 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987575.1 ,4.10435,67.7,chromosome:NZ_CP011746.1/CP011746.1,-,1,3965,3614,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/575/GCF_001987575.1_ASM198757v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/575/GCA_001987575.1_ASM198757v1
"Bordetella pertussis","I965",19440,SAMN03702669 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987595.1 ,4.1086,67.7,chromosome:NZ_CP011747.1/CP011747.1,-,1,3969,3619,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/595/GCF_001987595.1_ASM198759v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/595/GCA_001987595.1_ASM198759v1
"Bordetella pertussis","I968",19440,SAMN03702670 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987615.1 ,4.1076,67.7,chromosome:NZ_CP011748.1/CP011748.1,-,1,3972,3620,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/615/GCF_001987615.1_ASM198761v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/615/GCA_001987615.1_ASM198761v1
"Bordetella pertussis","I977",19440,SAMN03702671 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987635.1 ,4.11164,67.7,chromosome:NZ_CP011749.1/CP011749.1,-,1,3981,3637,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/635/GCF_001987635.1_ASM198763v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/635/GCA_001987635.1_ASM198763v1
"Bordetella pertussis","I978",19440,SAMN03702672 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987655.1 ,4.11059,67.7,chromosome:NZ_CP011750.1/CP011750.1,-,1,3979,3631,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/655/GCF_001987655.1_ASM198765v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/655/GCA_001987655.1_ASM198765v1
"Bordetella pertussis","J012",19440,SAMN03702673 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987675.1 ,4.11059,67.7,chromosome:NZ_CP011751.1/CP011751.1,-,1,3975,3631,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/675/GCF_001987675.1_ASM198767v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/675/GCA_001987675.1_ASM198767v1
"Bordetella pertussis","J016",19440,SAMN03702674 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987695.1 ,4.10323,67.7,chromosome:NZ_CP011752.1/CP011752.1,-,1,3968,3626,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/695/GCF_001987695.1_ASM198769v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/695/GCA_001987695.1_ASM198769v1
"Bordetella pertussis","J019",19440,SAMN03702675 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987715.1 ,4.10756,67.7,chromosome:NZ_CP011753.1/CP011753.1,-,1,3969,3622,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/715/GCF_001987715.1_ASM198771v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/715/GCA_001987715.1_ASM198771v1
"Bordetella pertussis","J021",19440,SAMN03702676 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987735.1 ,4.10667,67.7,chromosome:NZ_CP011754.1/CP011754.1,-,1,3975,3628,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/735/GCF_001987735.1_ASM198773v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/735/GCA_001987735.1_ASM198773v1
"Bordetella pertussis","J023",19440,SAMN03702677 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987755.1 ,4.1065,67.7,chromosome:NZ_CP011755.1/CP011755.1,-,1,3965,3615,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/755/GCF_001987755.1_ASM198775v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/755/GCA_001987755.1_ASM198775v1
"Bordetella pertussis","J027",19440,SAMN03702678 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987775.1 ,4.10954,67.7,chromosome:NZ_CP011756.1/CP011756.1,-,1,3976,3630,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/775/GCF_001987775.1_ASM198777v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/775/GCA_001987775.1_ASM198777v1
"Bordetella pertussis","J030",19440,SAMN03702679 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987795.1 ,4.10529,67.7,chromosome:NZ_CP011757.1/CP011757.1,-,1,3973,3625,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/795/GCF_001987795.1_ASM198779v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/795/GCA_001987795.1_ASM198779v1
"Bordetella pertussis","J039",19440,SAMN03702680 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987815.1 ,4.10745,67.7,chromosome:NZ_CP011758.1/CP011758.1,-,1,3975,3629,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/815/GCF_001987815.1_ASM198781v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/815/GCA_001987815.1_ASM198781v1
"Bordetella pertussis","J068",19440,SAMN03702681 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987835.1 ,4.10743,67.7,chromosome:NZ_CP011759.1/CP011759.1,-,1,3974,3626,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/835/GCF_001987835.1_ASM198783v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/835/GCA_001987835.1_ASM198783v1
"Bordetella pertussis","J072",19440,SAMN03702682 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987855.1 ,4.11375,67.7,chromosome:NZ_CP011760.1/CP011760.1,-,1,3982,3636,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/855/GCF_001987855.1_ASM198785v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/855/GCA_001987855.1_ASM198785v1
"Bordetella pertussis","J073",19440,SAMN03702683 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987875.1 ,4.11272,67.7,chromosome:NZ_CP011761.1/CP011761.1,-,1,3981,3636,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/875/GCF_001987875.1_ASM198787v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/875/GCA_001987875.1_ASM198787v1
"Bordetella pertussis","J076",19440,SAMN03702684 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987895.1 ,4.10546,67.7,chromosome:NZ_CP011762.1/CP011762.1,-,1,3963,3613,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/895/GCF_001987895.1_ASM198789v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/895/GCA_001987895.1_ASM198789v1
"Bordetella pertussis","J090",19440,SAMN03702685 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987915.1 ,4.10635,67.7,chromosome:NZ_CP011763.1/CP011763.1,-,1,3975,3626,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/915/GCF_001987915.1_ASM198791v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/915/GCA_001987915.1_ASM198791v1
"Bordetella pertussis","J091",19440,SAMN03702686 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987935.1 ,4.10638,67.7,chromosome:NZ_CP011764.1/CP011764.1,-,1,3973,3623,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/935/GCF_001987935.1_ASM198793v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/935/GCA_001987935.1_ASM198793v1
"Bordetella pertussis","J098",19440,SAMN03702687 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987955.1 ,4.10747,67.7,chromosome:NZ_CP011765.1/CP011765.1,-,1,3975,3637,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/955/GCF_001987955.1_ASM198795v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/955/GCA_001987955.1_ASM198795v1
"Bordetella pertussis","J100",19440,SAMN03702688 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987975.1 ,4.10971,67.7,chromosome:NZ_CP011766.1/CP011766.1,-,1,3978,3628,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/975/GCF_001987975.1_ASM198797v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/975/GCA_001987975.1_ASM198797v1
"Bordetella pertussis","J110",19440,SAMN03702689 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001987995.1 ,4.10638,67.7,chromosome:NZ_CP011767.1/CP011767.1,-,1,3972,3626,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/987/995/GCF_001987995.1_ASM198799v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/995/GCA_001987995.1_ASM198799v1
"Bordetella pertussis","J115",19440,SAMN03702690 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001988015.1 ,4.1064,67.7,chromosome:NZ_CP011768.1/CP011768.1,-,1,3975,3632,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/988/015/GCF_001988015.1_ASM198801v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/988/015/GCA_001988015.1_ASM198801v1
"Bordetella pertussis","B201",19440,SAMN04221179 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001988035.1 ,4.12265,67.7,chromosome:NZ_CP013075.1/CP013075.1,-,1,3984,3627,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/988/035/GCF_001988035.1_ASM198803v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/988/035/GCA_001988035.1_ASM198803v1
"Bordetella pertussis","B227",19440,SAMN04221180 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001988055.1 ,4.13443,67.7,chromosome:NZ_CP013076.1/CP013076.1,-,1,3989,3638,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/988/055/GCF_001988055.1_ASM198805v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/988/055/GCA_001988055.1_ASM198805v1
"Bordetella pertussis","C549",19440,SAMN04221181 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001988075.1 ,4.1064,67.7,chromosome:NZ_CP013077.1/CP013077.1,-,1,3968,3623,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/988/075/GCF_001988075.1_ASM198807v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/988/075/GCA_001988075.1_ASM198807v1
"Bordetella pertussis","C734",19440,SAMN04221182 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001988095.1 ,4.1022,67.7,chromosome:NZ_CP013078.1/CP013078.1,-,1,3968,3625,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/988/095/GCF_001988095.1_ASM198809v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/988/095/GCA_001988095.1_ASM198809v1
"Bordetella pertussis","C757",19440,SAMN04221183 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001988115.1 ,4.10637,67.7,chromosome:NZ_CP013079.1/CP013079.1,-,1,3966,3622,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/988/115/GCF_001988115.1_ASM198811v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/988/115/GCA_001988115.1_ASM198811v1
"Bordetella pertussis","E194",19440,SAMN04221184 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001988135.1 ,4.10321,67.7,chromosome:NZ_CP013080.1/CP013080.1,-,1,3965,3619,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/988/135/GCF_001988135.1_ASM198813v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/988/135/GCA_001988135.1_ASM198813v1
"Bordetella pertussis","E602",19440,SAMN04221185 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001988155.1 ,4.10849,67.7,chromosome:NZ_CP013081.1/CP013081.1,-,1,3973,3634,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/988/155/GCF_001988155.1_ASM198815v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/988/155/GCA_001988155.1_ASM198815v1
"Bordetella pertussis","H382",19440,SAMN04221186 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001988175.1 ,4.10639,67.7,chromosome:NZ_CP013082.1/CP013082.1,-,1,3973,3627,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/988/175/GCF_001988175.1_ASM198817v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/988/175/GCA_001988175.1_ASM198817v1
"Bordetella pertussis","H682",19440,SAMN04221187 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001988195.1 ,4.10431,67.7,chromosome:NZ_CP013083.1/CP013083.1,-,1,3971,3630,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/988/195/GCF_001988195.1_ASM198819v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/988/195/GCA_001988195.1_ASM198819v1
"Bordetella pertussis","H698",19440,SAMN04221188 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001988215.1 ,4.10414,67.7,chromosome:NZ_CP013084.1/CP013084.1,-,1,3971,3629,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/988/215/GCF_001988215.1_ASM198821v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/988/215/GCA_001988215.1_ASM198821v1
"Bordetella pertussis","H706",19440,SAMN04221189 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001988235.1 ,4.10509,67.7,chromosome:NZ_CP013085.1/CP013085.1,-,1,3971,3629,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/988/235/GCF_001988235.1_ASM198823v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/988/235/GCA_001988235.1_ASM198823v1
"Bordetella pertussis","H730",19440,SAMN04221190 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001988255.1 ,4.1022,67.7,chromosome:NZ_CP013086.1/CP013086.1,-,1,3961,3618,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/988/255/GCF_001988255.1_ASM198825v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/988/255/GCA_001988255.1_ASM198825v1
"Bordetella pertussis","H771",19440,SAMN04221191 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001988275.1 ,4.10534,67.7,chromosome:NZ_CP013087.1/CP013087.1,-,1,3969,3622,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/988/275/GCF_001988275.1_ASM198827v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/988/275/GCA_001988275.1_ASM198827v1
"Bordetella pertussis","J178",19440,SAMN04221192 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001988295.1 ,4.10742,67.7,chromosome:NZ_CP013088.1/CP013088.1,-,1,3976,3625,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/988/295/GCF_001988295.1_ASM198829v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/988/295/GCA_001988295.1_ASM198829v1
"Bordetella pertussis","J179",19440,SAMN04221193 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001988315.1 ,4.11373,67.7,chromosome:NZ_CP013089.1/CP013089.1,-,1,3980,3632,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/988/315/GCF_001988315.1_ASM198831v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/988/315/GCA_001988315.1_ASM198831v1
"Bordetella pertussis","J191",19440,SAMN04221194 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001988335.1 ,4.11165,67.7,chromosome:NZ_CP013090.1/CP013090.1,-,1,3975,3624,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/988/335/GCF_001988335.1_ASM198833v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/988/335/GCA_001988335.1_ASM198833v1
"Bordetella pertussis","J192",19440,SAMN04221195 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_001988355.1 ,4.11269,67.7,chromosome:NZ_CP013091.1/CP013091.1,-,1,3979,3631,2017/02/06,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/988/355/GCF_001988355.1_ASM198835v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/988/355/GCA_001988355.1_ASM198835v1
