Alias	Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	ENA_checklist	Experiment	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	SRA_accession	Sample_Name	Title	collected_by	collection_date	geo_loc_name	geographic_location_country_and_or_sea	host	host_disease	host_health_state	isolate	isolation_source	lat_lon	strain	Consent
Bordetella_Pertussis-sc-2012-02-13T09:11:59Z-1302255	WGS		1528	PRJEB2848	SAMEA1485531		SC	hdf5 sra	ncbi sra-sos	sra-sos.public	2012-07-27	2018-11-16		ERX135944	SC	Wellcome Sanger Institute	2012-06-22T16:18:10Z	2018-03-09T09:55:38Z	public	0	PacBio RS	SINGLE	RANDOM	GENOMIC	100083832555500000315005305271197	2015-02-01	119	540	Bordetella pertussis 18323	PACBIO_SMRT	2012-08-28	ERR160038	ERS088715	ERP001163	ERS088715	SAMEA1485531 ERS088715	Bordetella pertussis 18323												public
Bordetella_Pertussis-sc-2012-02-13T09:11:59Z-1302255	WGS		2087	PRJEB2848	SAMEA1485531		SC	hdf5 sra	ncbi sra-sos	sra-sos.public	2012-07-27	2018-11-16		ERX135945	SC	Wellcome Sanger Institute	2012-06-22T16:18:10Z	2018-03-09T09:55:38Z	public	0	PacBio RS	SINGLE	RANDOM	GENOMIC	100083732555500000315005305271120	2015-02-01	162	720	Bordetella pertussis 18323	PACBIO_SMRT	2012-08-28	ERR160039	ERS088715	ERP001163	ERS088715	SAMEA1485531 ERS088715	Bordetella pertussis 18323												public
Bordetella_Pertussis-sc-2012-02-13T09:11:59Z-1302255	WGS		1381	PRJEB2848	SAMEA1485531		SC	hdf5 sra	ncbi sra-sos	sra-sos.public	2012-07-27	2018-11-16		ERX135945	SC	Wellcome Sanger Institute	2012-06-22T16:18:10Z	2018-03-09T09:55:38Z	public	0	PacBio RS	SINGLE	RANDOM	GENOMIC	100083732555500000315005305271120	2015-02-01	107	488	Bordetella pertussis 18323	PACBIO_SMRT	2012-08-28	ERR160040	ERS088715	ERP001163	ERS088715	SAMEA1485531 ERS088715	Bordetella pertussis 18323												public
Bordetella_Pertussis-sc-2012-02-13T09:11:59Z-1302255	WGS		145	PRJEB2848	SAMEA1485531		SC	sra	ncbi		2012-07-30	2018-11-16		ERX137391	SC	Wellcome Sanger Institute	2012-06-22T16:18:10Z	2018-03-09T09:55:38Z	public	0	Ion Torrent PGM	SINGLE	RANDOM	GENOMIC	bord100nglib	2012-11-15	340	851	Bordetella pertussis 18323	ION_TORRENT	2012-08-28	ERR161541	ERS088715	ERP001163	ERS088715	SAMEA1485531 ERS088715	Bordetella pertussis 18323												public
Bordetella_Pertussis-sc-2012-02-13T09:11:59Z-1302255	WGS	GCA_000306945.1	152	PRJEB2848	SAMEA1485531		SC	sra	ncbi		2013-07-22	2018-11-16		ERX289550	SC	Wellcome Sanger Institute	2012-06-22T16:18:10Z	2018-03-09T09:55:38Z	public	450	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	1369731	2013-08-03	123	80	Bordetella pertussis 18323	ILLUMINA	2013-08-09	ERR316402	ERS088715	ERP001163	ERS088715	SAMEA1485531 ERS088715	Bordetella pertussis 18323												public
Bordetella_Pertussis-sc-2012-02-13T09:11:59Z-1302255	WGS		0	PRJEB2848	SAMEA1485531		WELLCOME SANGER INSTITUTE				2018-12-04	2018-12-04		ERX2979913	SC	Wellcome Sanger Institute	2012-06-22T16:18:10Z	2018-03-09T09:55:38Z	public	472	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	NT238704E		0	0	Bordetella pertussis 18323	ILLUMINA	2018-12-10	ERR2977155	ERS088715	ERP001163	ERS088715	SAMEA1485531 ERS088715	Bordetella pertussis 18323												public
Bordetella_Pertussis-sc-2012-02-13T09:11:59Z-1302255	WGS		0	PRJEB2848	SAMEA1485531		WELLCOME SANGER INSTITUTE				2018-12-04	2018-12-04		ERX2979916	SC	Wellcome Sanger Institute	2012-06-22T16:18:10Z	2018-03-09T09:55:38Z	public	451	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	NT238704E		0	0	Bordetella pertussis 18323	ILLUMINA	2018-12-10	ERR2977158	ERS088715	ERP001163	ERS088715	SAMEA1485531 ERS088715	Bordetella pertussis 18323												public
UK25-sc-2012-09-21T11:05:49Z-1483581	WGS	GCA_000195715.1	300	PRJEB2850	SAMEA1570043		SC	sra	sra-sos	sra-sos.public	2012-12-18	2018-11-16		ERX187030	SC	Wellcome Sanger Institute	2012-12-18T09:20:58Z	2018-03-09T10:01:47Z	public	433	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	5932975	2012-12-22	151	59	Bordetella pertussis	ILLUMINA	2012-12-20	ERR212365	ERS176852	ERP001165	ERS176852	SAMEA1570043 ERS176852	Bordetella pertussis												public
UK26-sc-2012-09-21T11:05:51Z-1483582	WGS	GCA_000195715.1	300	PRJEB2850	SAMEA1570046		SC	sra	sra-sos	sra-sos.public	2012-12-18	2018-11-16		ERX187031	SC	Wellcome Sanger Institute	2012-12-18T09:20:58Z	2018-03-09T10:02:01Z	public	433	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	5932976	2012-12-22	162	65	Bordetella pertussis	ILLUMINA	2012-12-20	ERR212366	ERS176853	ERP001165	ERS176853	SAMEA1570046 ERS176853	Bordetella pertussis												public
UK27-sc-2012-09-21T11:05:51Z-1483583	WGS	GCA_000195715.1	300	PRJEB2850	SAMEA1570053		SC	sra	sra-sos	sra-sos.public	2012-12-18	2018-11-16		ERX187032	SC	Wellcome Sanger Institute	2012-12-18T09:20:58Z	2018-03-09T10:02:07Z	public	433	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	5932977	2012-12-22	154	64	Bordetella pertussis	ILLUMINA	2012-12-20	ERR212367	ERS176854	ERP001165	ERS176854	SAMEA1570053 ERS176854	Bordetella pertussis												public
UK28-sc-2012-09-21T11:05:52Z-1483584	WGS	GCA_000195715.1	300	PRJEB2850	SAMEA1570052		SC	sra	sra-sos	sra-sos.public	2012-12-18	2018-11-16		ERX187033	SC	Wellcome Sanger Institute	2012-12-18T09:20:58Z	2018-03-09T10:01:47Z	public	433	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	5932978	2012-12-22	148	59	Bordetella pertussis	ILLUMINA	2012-12-20	ERR212368	ERS176855	ERP001165	ERS176855	SAMEA1570052 ERS176855	Bordetella pertussis												public
UK29-sc-2012-09-21T11:05:53Z-1483585	WGS	GCA_000195715.1	300	PRJEB2850	SAMEA1570038		SC	sra	sra-sos	sra-sos.public	2012-12-18	2018-11-16		ERX187034	SC	Wellcome Sanger Institute	2012-12-18T09:20:58Z	2018-03-09T10:02:01Z	public	433	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	5932979	2012-12-22	154	62	Bordetella pertussis	ILLUMINA	2012-12-20	ERR212369	ERS176856	ERP001165	ERS176856	SAMEA1570038 ERS176856	Bordetella pertussis												public
UK30-sc-2012-09-21T11:05:54Z-1483586	WGS	GCA_000195715.1	300	PRJEB2850	SAMEA1570042		SC	sra	sra-sos	sra-sos.public	2012-12-18	2018-11-16		ERX187035	SC	Wellcome Sanger Institute	2012-12-18T09:20:58Z	2018-03-09T10:02:07Z	public	433	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	5932980	2012-12-22	154	62	Bordetella pertussis	ILLUMINA	2012-12-20	ERR212370	ERS176857	ERP001165	ERS176857	SAMEA1570042 ERS176857	Bordetella pertussis												public
UK31-sc-2012-09-21T11:05:54Z-1483587	WGS	GCA_000195715.1	300	PRJEB2850	SAMEA1570036		SC	sra	sra-sos	sra-sos.public	2012-12-18	2018-11-16		ERX187036	SC	Wellcome Sanger Institute	2012-12-18T09:20:58Z	2018-03-09T10:01:47Z	public	433	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	5932981	2012-12-22	139	57	Bordetella pertussis	ILLUMINA	2012-12-20	ERR212371	ERS176858	ERP001165	ERS176858	SAMEA1570036 ERS176858	Bordetella pertussis												public
UK32-sc-2012-09-21T11:05:56Z-1483588	WGS	GCA_000195715.1	300	PRJEB2850	SAMEA1570057		SC	sra	sra-sos	sra-sos.public	2012-12-18	2018-11-16		ERX187037	SC	Wellcome Sanger Institute	2012-12-18T09:20:58Z	2018-03-09T10:02:01Z	public	433	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	5932982	2012-12-22	176	70	Bordetella pertussis	ILLUMINA	2012-12-20	ERR212372	ERS176859	ERP001165	ERS176859	SAMEA1570057 ERS176859	Bordetella pertussis												public
UK33-sc-2012-09-21T11:05:56Z-1483589	WGS	GCA_000195715.1	300	PRJEB2850	SAMEA1570045		SC	sra	sra-sos	sra-sos.public	2012-12-18	2018-11-16		ERX187038	SC	Wellcome Sanger Institute	2012-12-18T09:20:58Z	2018-03-09T10:02:07Z	public	433	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	5932983	2012-12-22	164	67	Bordetella pertussis	ILLUMINA	2012-12-20	ERR212373	ERS176860	ERP001165	ERS176860	SAMEA1570045 ERS176860	Bordetella pertussis												public
UK34-sc-2012-09-21T11:05:57Z-1483590	WGS	GCA_000195715.1	300	PRJEB2850	SAMEA1570048		SC	sra	ncbi		2012-12-18	2018-11-16		ERX187039	SC	Wellcome Sanger Institute	2012-12-18T09:20:58Z	2018-03-09T10:01:49Z	public	433	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	5932984	2012-12-22	160	63	Bordetella pertussis	ILLUMINA	2012-12-20	ERR212374	ERS176861	ERP001165	ERS176861	SAMEA1570048 ERS176861	Bordetella pertussis												public
UK35-sc-2012-09-21T11:05:58Z-1483591	WGS	GCA_000195715.1	300	PRJEB2850	SAMEA1570056		SC	sra	sra-sos	sra-sos.public	2012-12-18	2018-11-16		ERX187040	SC	Wellcome Sanger Institute	2012-12-18T09:20:58Z	2018-03-09T10:02:01Z	public	433	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	5932985	2012-12-22	154	65	Bordetella pertussis	ILLUMINA	2012-12-20	ERR212375	ERS176862	ERP001165	ERS176862	SAMEA1570056 ERS176862	Bordetella pertussis												public
UK36-sc-2012-09-21T11:05:59Z-1483592	WGS	GCA_000195715.1	300	PRJEB2850	SAMEA1570050		SC	sra	sra-sos	sra-sos.public	2012-12-18	2018-11-16		ERX187041	SC	Wellcome Sanger Institute	2012-12-18T09:20:58Z	2018-03-09T10:02:07Z	public	433	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	5932986	2012-12-22	146	58	Bordetella pertussis	ILLUMINA	2012-12-20	ERR212376	ERS176863	ERP001165	ERS176863	SAMEA1570050 ERS176863	Bordetella pertussis												public
UK37-sc-2012-09-21T11:06:00Z-1483593	WGS	GCA_000195715.1	300	PRJEB2850	SAMEA1570039		SC	sra	sra-sos	sra-sos.public	2012-12-18	2018-11-16		ERX187042	SC	Wellcome Sanger Institute	2012-12-18T09:20:58Z	2018-03-09T10:01:49Z	public	433	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	5932987	2012-12-22	192	78	Bordetella pertussis	ILLUMINA	2012-12-20	ERR212377	ERS176864	ERP001165	ERS176864	SAMEA1570039 ERS176864	Bordetella pertussis												public
UK38-sc-2012-09-21T11:06:00Z-1483594	WGS	GCA_000195715.1	300	PRJEB2850	SAMEA1570035		SC	sra	sra-sos	sra-sos.public	2012-12-18	2018-11-16		ERX187043	SC	Wellcome Sanger Institute	2012-12-18T09:20:58Z	2018-03-09T10:02:01Z	public	433	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	5932988	2012-12-22	167	64	Bordetella pertussis	ILLUMINA	2012-12-20	ERR212378	ERS176865	ERP001165	ERS176865	SAMEA1570035 ERS176865	Bordetella pertussis												public
UK39-sc-2012-09-21T11:06:01Z-1483595	WGS	GCA_000195715.1	300	PRJEB2850	SAMEA1570041		SC	sra	sra-sos	sra-sos.public	2012-12-18	2018-11-16		ERX187044	SC	Wellcome Sanger Institute	2012-12-18T09:20:58Z	2018-03-09T10:02:07Z	public	433	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	5932989	2012-12-22	144	56	Bordetella pertussis	ILLUMINA	2012-12-20	ERR212379	ERS176866	ERP001165	ERS176866	SAMEA1570041 ERS176866	Bordetella pertussis												public
UK40-sc-2012-09-21T11:06:02Z-1483596	WGS	GCA_000195715.1	300	PRJEB2850	SAMEA1570058		SC	sra	sra-sos	sra-sos.public	2012-12-18	2018-11-16		ERX187045	SC	Wellcome Sanger Institute	2012-12-18T09:20:58Z	2018-03-09T10:01:49Z	public	433	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	5932990	2012-12-22	190	74	Bordetella pertussis	ILLUMINA	2012-12-20	ERR212380	ERS176867	ERP001165	ERS176867	SAMEA1570058 ERS176867	Bordetella pertussis												public
UK41-sc-2012-09-21T11:06:03Z-1483597	WGS	GCA_000195715.1	300	PRJEB2850	SAMEA1570049		SC	sra	sra-sos	sra-sos.public	2012-12-18	2018-11-16		ERX187046	SC	Wellcome Sanger Institute	2012-12-18T09:20:58Z	2018-03-09T10:02:01Z	public	433	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	5932991	2012-12-22	157	61	Bordetella pertussis	ILLUMINA	2012-12-20	ERR212381	ERS176868	ERP001165	ERS176868	SAMEA1570049 ERS176868	Bordetella pertussis												public
UK42-sc-2012-09-21T11:06:04Z-1483598	WGS	GCA_000195715.1	300	PRJEB2850	SAMEA1570047		SC	sra	sra-sos	sra-sos.public	2012-12-18	2018-11-16		ERX187047	SC	Wellcome Sanger Institute	2012-12-18T09:20:58Z	2018-03-09T10:02:07Z	public	433	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	5932992	2012-12-22	140	53	Bordetella pertussis	ILLUMINA	2012-12-20	ERR212382	ERS176869	ERP001165	ERS176869	SAMEA1570047 ERS176869	Bordetella pertussis												public
UK43-sc-2012-09-21T11:06:05Z-1483599	WGS	GCA_000195715.1	300	PRJEB2850	SAMEA1570037		SC	sra	sra-sos	sra-sos.public	2012-12-18	2018-11-16		ERX187048	SC	Wellcome Sanger Institute	2012-12-18T09:20:58Z	2018-03-09T10:01:49Z	public	433	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	5932993	2012-12-22	144	57	Bordetella pertussis	ILLUMINA	2012-12-20	ERR212383	ERS176870	ERP001165	ERS176870	SAMEA1570037 ERS176870	Bordetella pertussis												public
UK44-sc-2012-09-21T11:06:05Z-1483600	WGS	GCA_000195715.1	300	PRJEB2850	SAMEA1570051		SC	sra	ncbi		2012-12-18	2018-11-16		ERX187049	SC	Wellcome Sanger Institute	2012-12-18T09:20:58Z	2018-03-09T10:02:01Z	public	433	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	5932994	2012-12-22	150	59	Bordetella pertussis	ILLUMINA	2012-12-20	ERR212384	ERS176871	ERP001165	ERS176871	SAMEA1570051 ERS176871	Bordetella pertussis												public
UK45-sc-2012-09-21T11:06:06Z-1483601	WGS	GCA_000195715.1	300	PRJEB2850	SAMEA1570044		SC	sra	sra-sos	sra-sos.public	2012-12-18	2018-11-16		ERX187050	SC	Wellcome Sanger Institute	2012-12-18T09:20:58Z	2018-03-09T10:02:07Z	public	433	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	5932995	2012-12-22	138	55	Bordetella pertussis	ILLUMINA	2012-12-20	ERR212385	ERS176872	ERP001165	ERS176872	SAMEA1570044 ERS176872	Bordetella pertussis												public
UK46-sc-2012-09-21T11:06:07Z-1483602	WGS	GCA_000195715.1	300	PRJEB2850	SAMEA1570054		SC	sra	sra-sos	sra-sos.public	2012-12-18	2018-11-16		ERX187051	SC	Wellcome Sanger Institute	2012-12-18T09:20:58Z	2018-03-09T10:01:49Z	public	433	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	5932996	2012-12-22	153	60	Bordetella pertussis	ILLUMINA	2012-12-20	ERR212386	ERS176873	ERP001165	ERS176873	SAMEA1570054 ERS176873	Bordetella pertussis												public
UK47-sc-2012-09-21T11:06:08Z-1483603	WGS	GCA_000195715.1	300	PRJEB2850	SAMEA1570055		SC	sra	sra-sos	sra-sos.public	2012-12-18	2018-11-16		ERX187052	SC	Wellcome Sanger Institute	2012-12-18T09:20:58Z	2018-03-09T10:02:01Z	public	433	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	5932997	2012-12-22	139	54	Bordetella pertussis	ILLUMINA	2012-12-20	ERR212387	ERS176874	ERP001165	ERS176874	SAMEA1570055 ERS176874	Bordetella pertussis												public
UK48-sc-2012-09-21T11:06:09Z-1483604	WGS	GCA_000195715.1	300	PRJEB2850	SAMEA1570040		SC	sra	sra-sos	sra-sos.public	2012-12-18	2018-11-16		ERX187053	SC	Wellcome Sanger Institute	2012-12-18T09:20:58Z	2018-03-09T10:02:07Z	public	433	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	5932998	2012-12-22	149	58	Bordetella pertussis	ILLUMINA	2012-12-20	ERR212388	ERS176875	ERP001165	ERS176875	SAMEA1570040 ERS176875	Bordetella pertussis												public
UK49-sc-2013-04-04T15:16:01Z-1607327	WGS	GCA_000195675.1	300	PRJEB2850	SAMEA1920849		SC	sra	sra-sos	sra-sos.public	2013-06-24	2018-11-16		ERX278111	SC	Wellcome Sanger Institute	2013-06-24T09:58:23Z	2018-03-09T10:11:29Z	public	326	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	7157485	2013-07-01	169	57	Bordetella pertussis	ILLUMINA	2013-07-01	ERR304770	ERS227750	ERP001165	ERS227750	SAMEA1920849 ERS227750	Bordetella pertussis												public
UK50-sc-2013-04-04T15:16:04Z-1607328	WGS	GCA_000195675.1	300	PRJEB2850	SAMEA1920851		SC	sra	sra-sos	sra-sos.public	2013-06-24	2018-11-16		ERX278112	SC	Wellcome Sanger Institute	2013-06-24T09:58:23Z	2018-03-09T10:11:29Z	public	326	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	7157486	2013-07-01	178	60	Bordetella pertussis	ILLUMINA	2013-07-01	ERR304771	ERS227751	ERP001165	ERS227751	SAMEA1920851 ERS227751	Bordetella pertussis												public
UK51-sc-2013-04-04T15:16:05Z-1607329	WGS	GCA_000195675.1	300	PRJEB2850	SAMEA1920852		SC	sra	ncbi		2013-06-24	2018-11-16		ERX278113	SC	Wellcome Sanger Institute	2013-06-24T09:58:23Z	2018-03-09T10:11:29Z	public	326	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	7157487	2013-07-01	172	59	Bordetella pertussis	ILLUMINA	2013-07-01	ERR304772	ERS227752	ERP001165	ERS227752	SAMEA1920852 ERS227752	Bordetella pertussis												public
UK52-sc-2013-04-04T15:16:07Z-1607330	WGS	GCA_000195675.1	300	PRJEB2850	SAMEA1920854		SC	sra	sra-sos	sra-sos.public	2013-06-24	2018-11-16		ERX278114	SC	Wellcome Sanger Institute	2013-06-24T09:58:23Z	2018-03-09T10:11:29Z	public	326	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	7157488	2013-07-01	151	51	Bordetella pertussis	ILLUMINA	2013-07-01	ERR304773	ERS227753	ERP001165	ERS227753	SAMEA1920854 ERS227753	Bordetella pertussis												public
UK53-sc-2013-04-04T15:16:08Z-1607331	WGS	GCA_000195675.1	300	PRJEB2850	SAMEA1920855		SC	sra	sra-sos	sra-sos.public	2013-06-24	2018-11-16		ERX278115	SC	Wellcome Sanger Institute	2013-06-24T09:58:23Z	2018-03-09T10:11:29Z	public	326	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	7157489	2013-07-01	185	63	Bordetella pertussis	ILLUMINA	2013-07-01	ERR304774	ERS227754	ERP001165	ERS227754	SAMEA1920855 ERS227754	Bordetella pertussis												public
UK54-sc-2013-04-04T15:16:10Z-1607332	WGS	GCA_000195675.1	300	PRJEB2850	SAMEA1920853		SC	sra	sra-sos	sra-sos.public	2013-06-24	2018-11-16		ERX278116	SC	Wellcome Sanger Institute	2013-06-24T09:58:23Z	2018-03-09T10:11:29Z	public	326	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	7157490	2013-07-01	141	49	Bordetella pertussis	ILLUMINA	2013-07-01	ERR304775	ERS227755	ERP001165	ERS227755	SAMEA1920853 ERS227755	Bordetella pertussis												public
UK55-sc-2013-04-04T15:16:11Z-1607333	WGS	GCA_000195675.1	300	PRJEB2850	SAMEA1920856		SC	sra	sra-sos	sra-sos.public	2013-06-24	2018-11-16		ERX278117	SC	Wellcome Sanger Institute	2013-06-24T09:58:23Z	2018-03-09T10:11:29Z	public	326	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	7157491	2013-07-01	158	54	Bordetella pertussis	ILLUMINA	2013-07-01	ERR304776	ERS227756	ERP001165	ERS227756	SAMEA1920856 ERS227756	Bordetella pertussis												public
UK56-sc-2013-04-04T15:16:12Z-1607334	WGS	GCA_000195675.1	300	PRJEB2850	SAMEA1920857		SC	sra	sra-sos	sra-sos.public	2013-06-24	2018-11-16		ERX278118	SC	Wellcome Sanger Institute	2013-06-24T09:58:23Z	2018-03-09T10:11:29Z	public	326	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	7157492	2013-07-01	165	57	Bordetella pertussis	ILLUMINA	2013-07-01	ERR304777	ERS227757	ERP001165	ERS227757	SAMEA1920857 ERS227757	Bordetella pertussis												public
UK57-sc-2013-04-04T15:16:13Z-1607335	WGS	GCA_000195675.1	300	PRJEB2850	SAMEA1920859		SC	sra	sra-sos	sra-sos.public	2013-06-24	2018-11-16		ERX278119	SC	Wellcome Sanger Institute	2013-06-24T09:58:23Z	2018-03-09T10:11:29Z	public	326	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	7157493	2013-07-01	184	63	Bordetella pertussis	ILLUMINA	2013-07-01	ERR304778	ERS227758	ERP001165	ERS227758	SAMEA1920859 ERS227758	Bordetella pertussis												public
UK58-sc-2013-04-04T15:16:15Z-1607336	WGS	GCA_000195675.1	300	PRJEB2850	SAMEA1920858		SC	sra	sra-sos	sra-sos.public	2013-06-24	2018-11-16		ERX278120	SC	Wellcome Sanger Institute	2013-06-24T09:58:23Z	2018-03-09T10:11:29Z	public	326	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	7157494	2013-07-01	165	55	Bordetella pertussis	ILLUMINA	2013-07-01	ERR304779	ERS227759	ERP001165	ERS227759	SAMEA1920858 ERS227759	Bordetella pertussis												public
UK59-sc-2013-04-04T15:16:16Z-1607337	WGS	GCA_000195675.1	300	PRJEB2850	SAMEA1920860		SC	sra	sra-sos	sra-sos.public	2013-06-24	2018-11-16		ERX278121	SC	Wellcome Sanger Institute	2013-06-24T09:58:23Z	2018-03-09T10:11:29Z	public	326	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	7157495	2013-07-01	247	84	Bordetella pertussis	ILLUMINA	2013-07-01	ERR304780	ERS227760	ERP001165	ERS227760	SAMEA1920860 ERS227760	Bordetella pertussis												public
UK60-sc-2013-04-04T15:16:17Z-1607338	WGS	GCA_000195675.1	300	PRJEB2850	SAMEA1920861		SC	sra	sra-sos	sra-sos.public	2013-06-24	2018-11-16		ERX278122	SC	Wellcome Sanger Institute	2013-06-24T09:58:23Z	2018-03-09T10:11:29Z	public	326	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	7157496	2013-07-01	166	57	Bordetella pertussis	ILLUMINA	2013-07-01	ERR304781	ERS227761	ERP001165	ERS227761	SAMEA1920861 ERS227761	Bordetella pertussis												public
UK61-sc-2013-04-04T15:16:18Z-1607339	WGS	GCA_000195675.1	300	PRJEB2850	SAMEA1920862		SC	sra	sra-sos	sra-sos.public	2013-06-24	2018-11-16		ERX278123	SC	Wellcome Sanger Institute	2013-06-24T09:58:23Z	2018-03-09T10:11:29Z	public	326	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	7157497	2013-07-01	162	56	Bordetella pertussis	ILLUMINA	2013-07-01	ERR304782	ERS227762	ERP001165	ERS227762	SAMEA1920862 ERS227762	Bordetella pertussis												public
UK62-sc-2013-04-04T15:16:20Z-1607340	WGS	GCA_000195675.1	300	PRJEB2850	SAMEA1920863		SC	sra	sra-sos	sra-sos.public	2013-06-24	2018-11-16		ERX278124	SC	Wellcome Sanger Institute	2013-06-24T09:58:23Z	2018-03-09T10:11:29Z	public	326	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	7157498	2013-07-01	166	57	Bordetella pertussis	ILLUMINA	2013-07-01	ERR304783	ERS227763	ERP001165	ERS227763	SAMEA1920863 ERS227763	Bordetella pertussis												public
UK63-sc-2013-04-04T15:16:21Z-1607341	WGS	GCA_000195675.1	300	PRJEB2850	SAMEA1920865		SC	sra	sra-sos	sra-sos.public	2013-06-24	2018-11-16		ERX278125	SC	Wellcome Sanger Institute	2013-06-24T09:58:23Z	2018-03-09T10:11:29Z	public	326	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	7157499	2013-07-01	168	57	Bordetella pertussis	ILLUMINA	2013-07-01	ERR304784	ERS227764	ERP001165	ERS227764	SAMEA1920865 ERS227764	Bordetella pertussis												public
UK64-sc-2013-04-04T15:16:22Z-1607342	WGS	GCA_000195675.1	300	PRJEB2850	SAMEA1920864		SC	sra	ncbi		2013-06-24	2018-11-16		ERX278126	SC	Wellcome Sanger Institute	2013-06-24T09:58:23Z	2018-03-09T10:11:29Z	public	326	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	7157500	2013-07-01	248	83	Bordetella pertussis	ILLUMINA	2013-07-01	ERR304785	ERS227765	ERP001165	ERS227765	SAMEA1920864 ERS227765	Bordetella pertussis												public
UK65-sc-2013-04-04T15:16:24Z-1607343	WGS	GCA_000195675.1	300	PRJEB2850	SAMEA1920866		SC	sra	sra-sos	sra-sos.public	2013-06-24	2018-11-16		ERX278127	SC	Wellcome Sanger Institute	2013-06-24T09:58:23Z	2018-03-09T10:11:29Z	public	326	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	7157501	2013-07-01	235	79	Bordetella pertussis	ILLUMINA	2013-07-01	ERR304786	ERS227766	ERP001165	ERS227766	SAMEA1920866 ERS227766	Bordetella pertussis												public
UK66-sc-2013-04-04T15:16:25Z-1607344	WGS	GCA_000195675.1	300	PRJEB2850	SAMEA1920867		SC	sra	ncbi		2013-06-24	2018-11-16		ERX278128	SC	Wellcome Sanger Institute	2013-06-24T09:58:23Z	2018-03-09T10:11:29Z	public	326	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	7157502	2013-07-01	189	63	Bordetella pertussis	ILLUMINA	2013-07-01	ERR304787	ERS227767	ERP001165	ERS227767	SAMEA1920867 ERS227767	Bordetella pertussis												public
UK84-sc-2013-04-04T15:16:47Z-1607362	WGS	GCA_000195675.1	300	PRJEB2850	SAMEA2060469		SC	sra	sra-sos	sra-sos.public	2013-07-01	2018-11-16		ERX279231	SC	Wellcome Sanger Institute	2013-07-01T09:59:03Z	2018-03-09T10:11:30Z	public	454	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	7220814	2013-07-04	178	67	Bordetella pertussis	ILLUMINA	2013-07-10	ERR305950	ERS227785	ERP001165	ERS227785	SAMEA2060469 ERS227785	Bordetella pertussis												public
